Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
26-SEP-2019,OLECTRA,200.90,200.10,0.0040,0.0435,0.0422,0.8062
26-SEP-2019,OMAXAUTO,41.70,42.65,-0.0225,0.0463,0.0452,0.8635
26-SEP-2019,OMAXE,191.95,191.95,0.0000,0.0054,0.0052,0.0993
26-SEP-2019,OMKARCHEM,6.90,7.00,-0.0144,0.0357,0.0348,0.6649
26-SEP-2019,OMMETALS,20.15,21.10,-0.0461,0.0401,0.0405,0.7738
26-SEP-2019,ONELIFECAP,5.60,5.70,-0.0177,0.0890,0.0864,1.6507
26-SEP-2019,ONEPOINT,18.00,17.05,0.0542,0.0533,0.0534,1.0202
26-SEP-2019,ONGC,137.05,131.45,0.0417,0.0265,0.0277,0.5292
26-SEP-2019,ONMOBILE,34.20,33.75,0.0132,0.0479,0.0466,0.8903
26-SEP-2019,ONWARDTEC,63.90,64.95,-0.0163,0.0255,0.0250,0.4776
26-SEP-2019,OPTIEMUS,47.15,48.50,-0.0282,0.0413,0.0406,0.7757
26-SEP-2019,OPTOCIRCUI,4.50,4.35,0.0339,0.0508,0.0499,0.9533
26-SEP-2019,ORBTEXP,104.05,103.40,0.0063,0.0305,0.0296,0.5655
26-SEP-2019,ORCHID,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,ORICONENT,21.80,22.00,-0.0091,0.0359,0.0349,0.6668
26-SEP-2019,ORIENTABRA,17.75,17.60,0.0085,0.0340,0.0330,0.6305
26-SEP-2019,ORIENTALTL,13.00,13.10,-0.0077,0.0210,0.0204,0.3897
26-SEP-2019,ORIENTBANK,62.35,62.25,0.0016,0.0348,0.0337,0.6438
26-SEP-2019,ORIENTBELL,134.50,130.15,0.0329,0.0357,0.0355,0.6782
26-SEP-2019,ORIENTCEM,94.35,94.25,0.0011,0.0327,0.0317,0.6056
26-SEP-2019,ORIENTELEC,164.05,167.25,-0.0193,0.0191,0.0191,0.3649
26-SEP-2019,ORIENTHOT,37.55,38.05,-0.0132,0.0246,0.0241,0.4604
26-SEP-2019,ORIENTLTD,120.95,118.10,0.0238,0.0374,0.0367,0.7012
26-SEP-2019,ORIENTPPR,31.75,30.55,0.0385,0.0390,0.0390,0.7451
26-SEP-2019,ORIENTREF,210.80,207.05,0.0179,0.0200,0.0199,0.3802
26-SEP-2019,ORISSAMINE,893.20,878.65,0.0164,0.0566,0.0550,1.0508
26-SEP-2019,ORTEL,1.00,0.95,0.0513,0.0716,0.0705,1.3469
26-SEP-2019,ORTINLABSS,11.60,10.70,0.0808,0.0335,0.0380,0.7260
26-SEP-2019,OSWALAGRO,6.40,6.55,-0.0232,0.0309,0.0305,0.5827
26-SEP-2019,OSWALMIN,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PACEAUTO,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PAEL,2.65,2.65,0.0000,0.1190,0.1154,2.2047
26-SEP-2019,PAGEIND,22021.55,22255.15,-0.0106,0.0408,0.0396,0.7566
26-SEP-2019,PAISALO,398.90,401.20,-0.0057,0.0173,0.0168,0.3210
26-SEP-2019,PALASHSECU,41.75,42.30,-0.0131,0.0339,0.0330,0.6305
26-SEP-2019,PALREDTEC,20.05,21.00,-0.0463,0.0343,0.0351,0.6706
26-SEP-2019,PANACEABIO,148.15,152.75,-0.0306,0.0412,0.0406,0.7757
26-SEP-2019,PANAMAPET,82.10,72.10,0.1299,0.0269,0.0411,0.7852
26-SEP-2019,PAPERPROD,245.35,239.10,0.0258,0.0276,0.0275,0.5254
26-SEP-2019,PARABDRUGS,1.10,1.05,0.0465,0.0679,0.0668,1.2762
26-SEP-2019,PARACABLES,9.30,9.35,-0.0054,0.0275,0.0267,0.5101
26-SEP-2019,PARAGMILK,160.90,160.75,0.0009,0.0407,0.0395,0.7546
26-SEP-2019,PARSVNATH,2.75,2.85,-0.0357,0.0276,0.0282,0.5388
26-SEP-2019,PARTAPIND,399.70,399.70,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PATBACK,15.40,15.40,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PATELENG,10.25,10.60,-0.0336,0.0532,0.0522,0.9973
26-SEP-2019,PATINTLOG,24.85,23.75,0.0453,0.0414,0.0416,0.7948
26-SEP-2019,PATNAELECT,5.00,5.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PATSPINLTD,6.65,7.00,-0.0513,0.0462,0.0465,0.8884
26-SEP-2019,PCJEWELLER,35.50,36.20,-0.0195,0.0523,0.0509,0.9724
26-SEP-2019,PDMJEPAPER,16.95,15.50,0.0894,0.0486,0.0520,0.9935
26-SEP-2019,PDPL,3.20,3.35,-0.0458,0.0376,0.0381,0.7279
26-SEP-2019,PDSMFL,338.70,340.00,-0.0038,0.0126,0.0123,0.2350
26-SEP-2019,PEARLAPT,411.90,411.90,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PEARLPOLY,9.60,9.75,-0.0155,0.0444,0.0432,0.8253
26-SEP-2019,PEL,1859.50,1824.20,0.0192,0.0267,0.0263,0.5025
26-SEP-2019,PENIND,30.40,29.30,0.0369,0.0320,0.0323,0.6171
26-SEP-2019,PENINLAND,4.25,4.40,-0.0347,0.0380,0.0378,0.7222
26-SEP-2019,PERSISTENT,568.25,570.10,-0.0033,0.0245,0.0238,0.4547
26-SEP-2019,PETRONENGG,8.20,8.55,-0.0418,0.0622,0.0612,1.1692
26-SEP-2019,PETRONET,258.90,258.50,0.0015,0.0210,0.0204,0.3897
26-SEP-2019,PFC,100.40,100.55,-0.0015,0.0273,0.0265,0.5063
26-SEP-2019,PFCSL,3.20,3.20,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PFIZER,3278.85,3321.35,-0.0129,0.0189,0.0186,0.3554
26-SEP-2019,PFOCUS,46.35,43.95,0.0532,0.0475,0.0479,0.9151
26-SEP-2019,PFS,13.55,13.65,-0.0074,0.0327,0.0318,0.6075
26-SEP-2019,PGEL,50.50,48.80,0.0342,0.0423,0.0419,0.8005
26-SEP-2019,PGHH,11510.15,11579.30,-0.0060,0.0201,0.0195,0.3725
26-SEP-2019,PGHL,4609.95,4634.90,-0.0054,0.0285,0.0277,0.5292
26-SEP-2019,PGIL,161.35,153.45,0.0502,0.0290,0.0307,0.5865
26-SEP-2019,PHF,17.05,17.05,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PHILIPCARB,127.80,128.40,-0.0047,0.0429,0.0416,0.7948
26-SEP-2019,PHOENIXLTD,715.05,717.65,-0.0036,0.0248,0.0241,0.4604
26-SEP-2019,PIDILITIND,1454.15,1438.95,0.0105,0.0252,0.0246,0.4700
26-SEP-2019,PIIND,1280.55,1305.05,-0.0190,0.0176,0.0177,0.3382
26-SEP-2019,PILANIINVS,1962.15,1977.15,-0.0076,0.0149,0.0146,0.2789
26-SEP-2019,PILITA,5.55,5.45,0.0182,0.0408,0.0398,0.7604
26-SEP-2019,PILLAR,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PIONDIST,156.15,130.05,0.1829,0.0270,0.0519,0.9915
26-SEP-2019,PIONEEREMB,22.20,23.90,-0.0738,0.0370,0.0402,0.7680
26-SEP-2019,PIRPHYTO,23.80,24.95,-0.0472,0.0312,0.0324,0.6190
26-SEP-2019,PITTIENG,43.15,43.85,-0.0161,0.0381,0.0371,0.7088
26-SEP-2019,PKLEASING,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PKTEA,131.00,131.00,0.0000,0.0249,0.0241,0.4604
26-SEP-2019,PLASTIBLEN,191.70,188.30,0.0179,0.0445,0.0434,0.8292
26-SEP-2019,PML,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PNB,62.80,63.30,-0.0079,0.0300,0.0292,0.5579
26-SEP-2019,PNBGILTS,32.60,33.00,-0.0122,0.0192,0.0189,0.3611
26-SEP-2019,PNBHOUSING,638.50,642.30,-0.0059,0.0334,0.0324,0.6190
26-SEP-2019,PNC,14.40,14.10,0.0211,0.0307,0.0302,0.5770
26-SEP-2019,PNCINFRA,187.65,188.85,-0.0064,0.0213,0.0207,0.3955
26-SEP-2019,PODDARHOUS,380.60,373.50,0.0188,0.0387,0.0378,0.7222
26-SEP-2019,PODDARMENT,174.35,174.25,0.0006,0.0267,0.0259,0.4948
26-SEP-2019,POKARNA,140.00,143.25,-0.0229,0.0321,0.0316,0.6037
26-SEP-2019,POLYCAB,696.45,680.25,0.0235,0.0253,0.0252,0.4814
26-SEP-2019,POLYMED,207.40,209.00,-0.0077,0.0181,0.0176,0.3362
26-SEP-2019,POLYPLEX,445.45,441.80,0.0082,0.0243,0.0236,0.4509
26-SEP-2019,PONNIERODE,112.20,110.35,0.0166,0.0327,0.0320,0.6114
26-SEP-2019,PORSCHE,358.00,358.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,POWERGRID,199.25,198.75,0.0025,0.0190,0.0184,0.3515
26-SEP-2019,POWERMECH,750.05,753.10,-0.0041,0.0415,0.0402,0.7680
26-SEP-2019,PPAP,190.40,180.70,0.0523,0.0357,0.0369,0.7050
26-SEP-2019,PPL,71.10,70.60,0.0071,0.0281,0.0273,0.5216
26-SEP-2019,PPML,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PRABHAT,79.15,79.00,0.0019,0.0430,0.0417,0.7967
26-SEP-2019,PRABHATSEC,10.80,10.80,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PRADIP,0.75,0.75,0.0000,0.0895,0.0868,1.6583
26-SEP-2019,PRAENG,6.45,6.80,-0.0528,0.0404,0.0413,0.7890
26-SEP-2019,PRAJIND,118.45,119.45,-0.0084,0.0327,0.0318,0.6075
26-SEP-2019,PRAKASH,48.60,46.95,0.0345,0.0498,0.0490,0.9361
26-SEP-2019,PRAKASHSTL,0.20,0.25,-0.2231,0.1237,0.1318,2.5180
26-SEP-2019,PRAXIS,74.85,78.70,-0.0502,0.0510,0.0509,0.9724
26-SEP-2019,PRECAM,28.55,27.30,0.0448,0.0807,0.0790,1.5093
26-SEP-2019,PRECOT,30.05,31.65,-0.0519,0.0402,0.0410,0.7833
26-SEP-2019,PRECWIRE,172.05,168.90,0.0185,0.0354,0.0346,0.6610
26-SEP-2019,PREMEXPLN,173.75,173.95,-0.0012,0.0278,0.0270,0.5158
26-SEP-2019,PREMIER,2.40,2.40,0.0000,0.0634,0.0615,1.1750
26-SEP-2019,PREMIERPOL,20.70,21.50,-0.0379,0.0493,0.0487,0.9304
26-SEP-2019,PRESSMN,21.90,21.40,0.0231,0.0480,0.0469,0.8960
26-SEP-2019,PRESTIGE,293.05,287.10,0.0205,0.0319,0.0313,0.5980
26-SEP-2019,PRHOLDING,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PRICOLLTD,34.75,34.65,0.0029,0.0443,0.0430,0.8215
26-SEP-2019,PRIMESECU,37.00,36.15,0.0232,0.0337,0.0332,0.6343
26-SEP-2019,PRIYAINT,8.50,8.50,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PROGFIN,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PROSEED,0.35,0.35,0.0000,0.0952,0.0923,1.7634
26-SEP-2019,PROVOGE,0.50,0.55,-0.0953,0.0609,0.0635,1.2132
26-SEP-2019,PROZONINTU,17.55,17.75,-0.0113,0.0292,0.0284,0.5426
26-SEP-2019,PRSMJOHNSN,89.10,86.25,0.0325,0.0300,0.0302,0.5770
26-SEP-2019,PSB,19.90,20.00,-0.0050,0.0239,0.0232,0.4432
26-SEP-2019,PSL,0.70,0.70,0.0000,0.0512,0.0496,0.9476
26-SEP-2019,PSPPROJECT,570.10,548.40,0.0388,0.0214,0.0228,0.4356
26-SEP-2019,PSUBNKBEES,265.04,262.71,0.0088,0.0290,0.0282,0.5388
26-SEP-2019,PTC,57.85,58.10,-0.0043,0.0211,0.0205,0.3917
26-SEP-2019,PTL,36.85,35.85,0.0275,0.0171,0.0179,0.3420
26-SEP-2019,PUNJABCHEM,537.40,543.45,-0.0112,0.0247,0.0241,0.4604
26-SEP-2019,PUNJLLOYD,1.20,1.20,0.0000,0.0435,0.0422,0.8062
26-SEP-2019,PURBANCHAL,8.65,8.65,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,PURVA,69.50,69.75,-0.0036,0.0450,0.0436,0.8330
26-SEP-2019,PVR,1884.30,1847.65,0.0196,0.0305,0.0300,0.5731
26-SEP-2019,QGOLDHALF,1640.95,1663.00,-0.0133,0.0098,0.0100,0.1910
26-SEP-2019,QNIFTY,1182.50,1174.75,0.0066,0.0155,0.0151,0.2885
26-SEP-2019,QUALITY,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,QUESS,455.75,453.30,0.0054,0.0305,0.0296,0.5655
26-SEP-2019,QUICKHEAL,136.15,135.60,0.0040,0.0498,0.0483,0.9228
26-SEP-2019,QUINTEGRA,0.35,0.40,-0.1335,0.1728,0.1707,3.2612
26-SEP-2019,RADAAN,1.50,1.45,0.0339,0.0476,0.0469,0.8960
26-SEP-2019,RADICO,321.45,317.70,0.0117,0.0282,0.0275,0.5254
26-SEP-2019,RADICOFIN,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,RADIOCITY,37.25,36.90,0.0094,0.0274,0.0267,0.5101
26-SEP-2019,RAIN,102.75,103.55,-0.0078,0.0449,0.0436,0.8330
26-SEP-2019,RAJESHEXPO,672.75,665.70,0.0105,0.0145,0.0143,0.2732
26-SEP-2019,RAJPARIS,57.25,57.25,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,RAJRAYON,0.05,0.05,0.0000,0.3881,0.3763,7.1892
26-SEP-2019,RAJSREESUG,17.65,17.80,-0.0085,0.0288,0.0280,0.5349
26-SEP-2019,RAJTV,41.35,41.30,0.0012,0.0387,0.0375,0.7164
26-SEP-2019,RAJVIR,10.90,10.90,0.0000,0.1566,0.1518,2.9001
26-SEP-2019,RAKAN,1.00,1.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,RALLIS,173.05,173.10,-0.0003,0.0228,0.0221,0.4222
26-SEP-2019,RAMANEWS,19.35,17.35,0.1091,0.0382,0.0457,0.8731
26-SEP-2019,RAMARAJU,182.80,182.80,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,RAMASTEEL,60.80,56.90,0.0663,0.0382,0.0404,0.7718
26-SEP-2019,RAMCOCEM,770.55,754.70,0.0208,0.0225,0.0224,0.4280
26-SEP-2019,RAMCOIND,186.90,185.80,0.0059,0.0226,0.0220,0.4203
26-SEP-2019,RAMCOSYS,170.60,166.95,0.0216,0.0218,0.0218,0.4165
26-SEP-2019,RAMKY,61.80,63.40,-0.0256,0.0439,0.0430,0.8215
26-SEP-2019,RAMPURFERT,11.95,11.95,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,RANASUG,2.35,2.30,0.0215,0.0351,0.0344,0.6572
26-SEP-2019,RANEENGINE,291.35,290.60,0.0026,0.0344,0.0334,0.6381
26-SEP-2019,RANEHOLDIN,924.85,944.90,-0.0214,0.0235,0.0234,0.4471
26-SEP-2019,RANJANPOLY,28.25,28.25,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,RATNAMANI,971.25,955.40,0.0165,0.0158,0.0158,0.3019
26-SEP-2019,RAYMOND,570.60,586.90,-0.0282,0.0225,0.0229,0.4375
26-SEP-2019,RBL,523.65,524.10,-0.0009,0.0341,0.0331,0.6324
26-SEP-2019,RBLBANK,384.25,383.70,0.0014,0.0518,0.0502,0.9591
26-SEP-2019,RCF,51.90,50.35,0.0303,0.0338,0.0336,0.6419
26-SEP-2019,RCOM,0.75,0.75,0.0000,0.0495,0.0480,0.9170
26-SEP-2019,RECLTD,128.60,126.90,0.0133,0.0280,0.0273,0.5216
26-SEP-2019,REDINGTON,108.20,109.95,-0.0160,0.0378,0.0369,0.7050
26-SEP-2019,REFEX,67.65,64.40,0.0492,0.0492,0.0492,0.9400
26-SEP-2019,REGALENTER,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,REGENCERAM,1.70,1.70,0.0000,0.0647,0.0627,1.1979
26-SEP-2019,RELAXO,500.65,498.25,0.0048,0.0187,0.0182,0.3477
26-SEP-2019,RELCAPITAL,29.35,31.15,-0.0595,0.0509,0.0515,0.9839
26-SEP-2019,RELCNX100,120.10,118.87,0.0103,0.0177,0.0173,0.3305
26-SEP-2019,RELCONS,52.50,52.11,0.0075,0.0179,0.0175,0.3343
26-SEP-2019,RELDIVOPP,29.50,29.40,0.0034,0.0194,0.0188,0.3592
26-SEP-2019,RELIANCE,1296.80,1279.55,0.0134,0.0229,0.0224,0.4280
26-SEP-2019,RELIGARE,33.95,34.25,-0.0088,0.0335,0.0326,0.6228
26-SEP-2019,RELINFRA,35.00,36.00,-0.0282,0.0471,0.0462,0.8826
26-SEP-2019,RELNV20,567.28,561.87,0.0096,0.0092,0.0092,0.1758
26-SEP-2019,REMSONSIND,84.55,85.15,-0.0071,0.0286,0.0278,0.5311
26-SEP-2019,RENUKA,7.10,7.15,-0.0070,0.0311,0.0302,0.5770
26-SEP-2019,REPCOHOME,317.90,316.15,0.0055,0.0212,0.0206,0.3936
26-SEP-2019,REPRO,557.30,555.95,0.0024,0.0233,0.0226,0.4318
26-SEP-2019,RESPONIND,93.30,92.30,0.0108,0.0195,0.0191,0.3649
26-SEP-2019,RETFMID150,60.75,60.00,0.0124,0.0181,0.0178,0.3401
26-SEP-2019,REVATHI,377.75,378.15,-0.0011,0.0427,0.0414,0.7909
26-SEP-2019,RFHL,10.30,10.30,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,RFLL,8.00,8.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,RGL,269.40,262.35,0.0265,0.0313,0.0310,0.5923
26-SEP-2019,RHFL,4.25,4.45,-0.0460,0.0364,0.0370,0.7069
26-SEP-2019,RICOAUTO,42.95,42.70,0.0058,0.0579,0.0562,1.0737
26-SEP-2019,RIIL,278.35,275.60,0.0099,0.0308,0.0300,0.5731
26-SEP-2019,RISHABHENT,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,RITES,273.65,265.95,0.0285,0.0296,0.0295,0.5636
26-SEP-2019,RITMAN,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,RITZ,15.25,15.25,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,RKDL,6.50,6.35,0.0233,0.0397,0.0389,0.7432
26-SEP-2019,RKFORGE,298.75,298.85,-0.0003,0.0362,0.0351,0.6706
26-SEP-2019,RKMAN,299.30,299.30,0.0000,0.0016,0.0016,0.0306
26-SEP-2019,RMCL,3.95,4.15,-0.0494,0.0396,0.0403,0.7699
26-SEP-2019,RML,290.80,293.15,-0.0080,0.0467,0.0453,0.8655
26-SEP-2019,RNAM,266.60,263.15,0.0130,0.0392,0.0381,0.7279
26-SEP-2019,RNAVAL,1.50,1.45,0.0339,0.0760,0.0742,1.4176
26-SEP-2019,ROADWAYS,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,ROBERT,10.70,10.70,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,ROHITFERRO,0.90,0.95,-0.0541,0.0831,0.0816,1.5590
26-SEP-2019,ROHLTD,89.80,88.45,0.0151,0.0583,0.0566,1.0813
26-SEP-2019,ROLLT,2.30,2.10,0.0910,0.0516,0.0548,1.0470
26-SEP-2019,ROLTA,5.40,5.55,-0.0274,0.0346,0.0342,0.6534
26-SEP-2019,ROSSELLIND,57.20,57.40,-0.0035,0.0394,0.0382,0.7298
26-SEP-2019,RPGLIFE,209.90,210.80,-0.0043,0.0446,0.0433,0.8272
26-SEP-2019,RPOWER,2.55,2.75,-0.0755,0.0438,0.0463,0.8846
26-SEP-2019,RPPINFRA,102.55,105.40,-0.0274,0.0418,0.0411,0.7852
26-SEP-2019,RRCSL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,RRSLGETF,19.89,19.87,0.0010,0.0036,0.0035,0.0669
26-SEP-2019,RSSOFTWARE,19.85,19.60,0.0127,0.0468,0.0455,0.8693
26-SEP-2019,RSWM,118.80,118.70,0.0008,0.0247,0.0239,0.4566
26-SEP-2019,RSYSTEMS,39.80,40.70,-0.0224,0.0203,0.0204,0.3897
26-SEP-2019,RTNINFRA,2.00,2.05,-0.0247,0.0724,0.0705,1.3469
26-SEP-2019,RTNPOWER,1.55,1.55,0.0000,0.0633,0.0614,1.1730
26-SEP-2019,RUBYMILLS,215.10,219.35,-0.0196,0.0602,0.0586,1.1196
26-SEP-2019,RUCHINFRA,2.20,2.20,0.0000,0.0410,0.0398,0.7604
26-SEP-2019,RUCHIRA,102.60,98.70,0.0388,0.0446,0.0443,0.8464
26-SEP-2019,RUCHISOYA,3.80,3.95,-0.0387,0.0420,0.0418,0.7986
26-SEP-2019,RUPA,188.10,190.10,-0.0106,0.0348,0.0338,0.6457
26-SEP-2019,RUSHIL,150.00,151.75,-0.0116,0.0361,0.0351,0.6706
26-SEP-2019,RVNL,24.80,25.50,-0.0278,0.0291,0.0290,0.5540
26-SEP-2019,RWCL,1.25,1.25,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,SAANVI,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,SABEVENTS,0.90,0.85,0.0572,0.0809,0.0797,1.5227
26-SEP-2019,SABTN,2.60,2.40,0.0800,0.0602,0.0616,1.1769
26-SEP-2019,SADBHAV,136.95,138.10,-0.0084,0.0317,0.0308,0.5884
26-SEP-2019,SADBHIN,41.70,46.80,-0.1154,0.0350,0.0442,0.8444
26-SEP-2019,SAFARI,591.70,579.65,0.0206,0.0112,0.0120,0.2293
26-SEP-2019,SAGARDEEP,47.40,47.45,-0.0011,0.0296,0.0287,0.5483
26-SEP-2019,SAGCEM,612.75,611.10,0.0027,0.0466,0.0452,0.8635
26-SEP-2019,SAIL,34.25,32.85,0.0417,0.0339,0.0344,0.6572
26-SEP-2019,SAKAR,50.10,50.20,-0.0020,0.0255,0.0247,0.4719
26-SEP-2019,SAKHTISUG,9.00,9.20,-0.0220,0.0285,0.0282,0.5388
26-SEP-2019,SAKSOFT,254.00,253.95,0.0002,0.0222,0.0215,0.4108
26-SEP-2019,SAKUMA,9.45,9.60,-0.0157,0.0421,0.0410,0.7833
26-SEP-2019,SALASAR,118.50,117.20,0.0110,0.0388,0.0377,0.7203
26-SEP-2019,SALONA,70.75,74.00,-0.0449,0.0349,0.0356,0.6801
26-SEP-2019,SALSTEEL,3.40,3.35,0.0148,0.0732,0.0711,1.3584
26-SEP-2019,SALZERELEC,127.70,122.10,0.0448,0.0242,0.0259,0.4948
26-SEP-2019,SAMBHAAV,2.75,2.70,0.0183,0.0307,0.0301,0.5751
26-SEP-2019,SAMYAK,9.95,9.95,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,SANCO,18.75,18.85,-0.0053,0.0313,0.0304,0.5808
26-SEP-2019,SANDESH,581.20,574.00,0.0125,0.0237,0.0232,0.4432
26-SEP-2019,SANDHAR,255.60,257.85,-0.0088,0.0249,0.0242,0.4623
26-SEP-2019,SANGAMIND,42.40,41.50,0.0215,0.0510,0.0497,0.9495
26-SEP-2019,SANGHIIND,53.50,53.55,-0.0009,0.0380,0.0368,0.7031
26-SEP-2019,SANGHVIFOR,30.00,30.00,0.0000,0.0390,0.0378,0.7222
26-SEP-2019,SANGHVIMOV,96.95,96.30,0.0067,0.0297,0.0288,0.5502
26-SEP-2019,SANGINITA,111.00,109.05,0.0177,0.0243,0.0240,0.4585
26-SEP-2019,SANOFI,5878.55,5855.90,0.0039,0.0172,0.0167,0.3191
26-SEP-2019,SANWARIA,2.20,2.25,-0.0225,0.0471,0.0460,0.8788
26-SEP-2019,SARDAEN,162.65,160.10,0.0158,0.0372,0.0363,0.6935
26-SEP-2019,SAREGAMA,358.30,369.85,-0.0317,0.0385,0.0381,0.7279
26-SEP-2019,SARLAPOLY,21.45,21.85,-0.0185,0.0186,0.0186,0.3554
26-SEP-2019,SARNIMAL,1.00,1.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,SASKEN,582.70,588.00,-0.0091,0.0254,0.0247,0.4719
26-SEP-2019,SASTASUNDR,100.60,104.65,-0.0395,0.0294,0.0301,0.5751
26-SEP-2019,SATHAISPAT,6.60,6.75,-0.0225,0.0542,0.0528,1.0087
26-SEP-2019,SATIA,744.95,713.85,0.0426,0.0177,0.0201,0.3840
26-SEP-2019,SATIN,314.75,304.55,0.0329,0.0281,0.0284,0.5426
26-SEP-2019,SATYASHYAM,22.65,22.65,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,SBHL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,SBIETFQLTY,98.77,98.01,0.0077,0.0135,0.0132,0.2522
26-SEP-2019,SBILIFE,816.40,796.55,0.0246,0.0168,0.0174,0.3324
26-SEP-2019,SBIN,281.85,280.25,0.0057,0.0367,0.0356,0.6801
26-SEP-2019,SCAPDVR,0.45,0.45,0.0000,0.0880,0.0853,1.6297
26-SEP-2019,SCEL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,SCHAEFFLER,4307.75,4167.50,0.0331,0.0170,0.0184,0.3515
26-SEP-2019,SCHAND,62.15,64.30,-0.0340,0.0372,0.0370,0.7069
26-SEP-2019,SCHNEIDER,82.40,83.95,-0.0186,0.0290,0.0285,0.5445
26-SEP-2019,SCI,42.50,39.10,0.0834,0.0390,0.0430,0.8215
26-SEP-2019,SDBL,123.85,122.40,0.0118,0.0161,0.0159,0.3038
26-SEP-2019,SEAMECLTD,371.55,369.95,0.0043,0.0380,0.0369,0.7050
26-SEP-2019,SELAN,142.40,141.85,0.0039,0.0318,0.0308,0.5884
26-SEP-2019,SELMCL,0.60,0.60,0.0000,0.0634,0.0615,1.1750
26-SEP-2019,SEPOWER,2.60,2.65,-0.0190,0.0534,0.0520,0.9935
26-SEP-2019,SEQUENT,82.65,79.75,0.0357,0.0316,0.0319,0.6094
26-SEP-2019,SESHAPAPER,209.20,202.45,0.0328,0.0364,0.0362,0.6916
26-SEP-2019,SETCO,15.90,16.95,-0.0639,0.0413,0.0430,0.8215
26-SEP-2019,SETF10GILT,183.23,179.00,0.0234,0.0330,0.0325,0.6209
26-SEP-2019,SETFGOLD,3375.55,3399.35,-0.0070,0.0093,0.0092,0.1758
26-SEP-2019,SETFNIF50,118.61,117.44,0.0099,0.0164,0.0161,0.3076
26-SEP-2019,SETFNIFBK,302.75,300.06,0.0089,0.0249,0.0242,0.4623
26-SEP-2019,SETFNN50,286.09,282.73,0.0118,0.0147,0.0145,0.2770
26-SEP-2019,SETUINFRA,1.80,1.85,-0.0274,0.0650,0.0634,1.2113
26-SEP-2019,SEYAIND,403.00,416.95,-0.0340,0.0230,0.0238,0.4547
26-SEP-2019,SFL,1299.85,1299.65,0.0002,0.0180,0.0175,0.3343
26-SEP-2019,SGETL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,SGL,8.00,8.05,-0.0062,0.0309,0.0300,0.5731
26-SEP-2019,SHAHALLOYS,10.80,11.25,-0.0408,0.0559,0.0551,1.0527
26-SEP-2019,SHAKTIPUMP,301.20,299.95,0.0042,0.0289,0.0280,0.5349
26-SEP-2019,SHALBY,90.25,90.85,-0.0066,0.0358,0.0347,0.6629
